Year,Month,SettlementPoint,AveragePrice
2018,1,HB_NORTH,37.5859005376344
2018,1,HB_SOUTH,39.498145161290296
2018,1,HB_WEST,36.051639784946275
2018,1,LZ_AEN,38.83798387096776
2018,1,LZ_CPS,41.312876344086014
2018,1,LZ_HOUSTON,38.044986559139794
2018,1,LZ_LCRA,38.99256720430111
2018,1,LZ_NORTH,37.728521505376335
2018,1,LZ_RAYBN,39.37014784946231
2018,1,LZ_SOUTH,46.13256720430113
2018,1,LZ_WEST,37.29330645161292
2018,2,HB_BUSAVG,21.854315476190465
2018,2,HB_HOUSTON,22.16410714285716
2018,2,HB_HUBAVG,21.83005952380953
2018,2,HB_NORTH,21.767023809523774
2018,2,HB_SOUTH,22.306398809523813
2018,2,HB_WEST,21.087604166666658
2018,2,LZ_AEN,21.913883928571398
2018,2,LZ_CPS,22.517395833333318
2018,2,LZ_HOUSTON,22.375848214285735
2018,2,LZ_LCRA,21.76224702380953
2018,2,LZ_NORTH,21.84046130952379
2018,2,LZ_RAYBN,22.403169642857126
2018,2,LZ_SOUTH,25.197038690476194
2018,2,LZ_WEST,22.12410714285712
2018,3,HB_BUSAVG,22.561978465679648
2018,3,HB_HOUSTON,23.782543741588132
2018,3,HB_HUBAVG,22.40343203230148
2018,3,HB_NORTH,22.608008075370122
2018,3,HB_SOUTH,22.888452220726812
2018,3,HB_WEST,20.3336204576043
2018,3,LZ_AEN,22.202826379542397
2018,3,LZ_CPS,25.289273216689107
2018,3,LZ_HOUSTON,23.933458950201892
2018,3,LZ_LCRA,22.051305518169595
2018,3,LZ_NORTH,22.640551816958272
2018,3,LZ_RAYBN,23.805706594885592
2018,3,LZ_SOUTH,26.759973082099577
2018,3,LZ_WEST,22.30162853297446
2018,4,HB_BUSAVG,23.142958333333308
2018,4,HB_HOUSTON,24.652694444444446
2018,4,HB_HUBAVG,22.450305555555552
2018,4,HB_NORTH,23.522916666666667
2018,4,HB_SOUTH,24.471888888888902
2018,4,HB_WEST,17.156625000000005
2018,4,LZ_AEN,22.18848611111112
2018,4,LZ_CPS,26.535375000000013
2018,4,LZ_HOUSTON,24.728347222222226
2018,4,LZ_LCRA,22.644027777777783
2018,4,LZ_NORTH,24.36688888888891
2018,4,LZ_RAYBN,27.19887500000002
2018,4,LZ_SOUTH,28.186972222222227
2018,4,LZ_WEST,21.128125000000004
2018,5,HB_BUSAVG,34.00524193548385
2018,5,HB_HOUSTON,34.14755376344084
2018,5,HB_HUBAVG,32.83485215053763
2018,5,HB_NORTH,35.3061424731183
2018,5,HB_SOUTH,34.2260752688172
2018,5,HB_WEST,27.692016129032254
2018,5,LZ_AEN,33.166169354838736
2018,5,LZ_CPS,36.05559139784947
2018,5,LZ_HOUSTON,35.53303763440861
2018,5,LZ_LCRA,34.73540322580648
2018,5,LZ_NORTH,37.451881720430116
2018,5,LZ_RAYBN,40.951250000000016
2018,5,LZ_SOUTH,41.27442204301073
2018,5,LZ_WEST,49.600120967741965
2018,6,HB_BUSAVG,29.96612499999997
2018,6,HB_HOUSTON,30.628486111111098
2018,6,HB_HUBAVG,29.781861111111088
2018,6,HB_NORTH,30.21188888888888
2018,6,HB_SOUTH,30.068638888888913
2018,6,HB_WEST,28.277027777777782
2018,6,LZ_AEN,30.28612499999999
2018,6,LZ_CPS,30.727277777777783
2018,6,LZ_HOUSTON,31.80234722222222
2018,6,LZ_LCRA,30.365555555555577
2018,6,LZ_NORTH,31.301611111111136
2018,6,LZ_RAYBN,31.945583333333342
2018,6,LZ_SOUTH,32.258680555555515
2018,6,LZ_WEST,57.96752777777783
2018,7,HB_BUSAVG,78.85944892473117
2018,7,HB_HOUSTON,79.03404569892474
2018,7,HB_HUBAVG,78.83232526881713
2018,7,HB_NORTH,78.96845430107523
2018,7,HB_SOUTH,78.8473790322581
2018,7,HB_WEST,78.51755376344079
2018,7,LZ_AEN,78.95137096774195
2018,7,LZ_CPS,79.12443548387105
2018,7,LZ_HOUSTON,79.56653225806457
2018,7,LZ_LCRA,79.06994623655915
2018,7,LZ_NORTH,79.84618279569887
2018,7,LZ_RAYBN,84.90190860215051
2018,7,LZ_SOUTH,80.44756720430111
2018,7,LZ_WEST,101.47096774193538
2018,8,HB_BUSAVG,31.661559139784913
2018,8,HB_HOUSTON,31.944247311827972
2018,8,HB_HUBAVG,31.69458333333332
2018,8,HB_NORTH,31.603051075268784
2018,8,HB_SOUTH,31.66752688172045
2018,8,HB_WEST,31.560120967741923
2018,8,LZ_AEN,31.732137096774153
2018,8,LZ_CPS,31.865685483871015
2018,8,LZ_HOUSTON,32.159623655913954
2018,8,LZ_LCRA,31.807970430107524
2018,8,LZ_NORTH,31.97158602150531
2018,8,LZ_RAYBN,32.51872311827957
2018,8,LZ_SOUTH,33.690631720430126
2018,8,LZ_WEST,33.28985215053763
2018,9,HB_BUSAVG,27.17544444444446
2018,9,HB_HOUSTON,27.581361111111068
2018,9,HB_HUBAVG,27.05302777777778
2018,9,HB_NORTH,27.299638888888918
2018,9,HB_SOUTH,27.189805555555555
2018,9,HB_WEST,26.139597222222196
2018,9,LZ_AEN,27.16730555555553
2018,9,LZ_CPS,27.512986111111136
2018,9,LZ_HOUSTON,27.722416666666632
2018,9,LZ_LCRA,27.18726388888886
2018,9,LZ_NORTH,27.885847222222214
2018,9,LZ_RAYBN,27.680888888888877
2018,9,LZ_SOUTH,28.383763888888897
2018,9,LZ_WEST,27.10109722222224
2018,10,HB_BUSAVG,29.95782258064515
2018,10,HB_HOUSTON,30.981935483870988
2018,10,HB_HUBAVG,29.889112903225822
2018,10,HB_NORTH,30.03416666666664
2018,10,HB_SOUTH,29.772513440860244
2018,10,HB_WEST,28.76133064516124
2018,10,LZ_AEN,30.310000000000006
2018,10,LZ_CPS,31.635967741935485
2018,10,LZ_HOUSTON,31.781115591397857
2018,10,LZ_LCRA,30.06987903225809
2018,10,LZ_NORTH,31.64541666666666
2018,10,LZ_RAYBN,30.624959677419376
2018,10,LZ_SOUTH,32.12697580645161
2018,10,LZ_WEST,30.004556451612874
2018,11,HB_BUSAVG,30.644499999999972
2018,11,HB_HOUSTON,31.319236111111124
2018,11,HB_HUBAVG,30.277208333333338
2018,11,HB_NORTH,31.234888888888918
2018,11,HB_SOUTH,29.837180555555587
2018,11,HB_WEST,28.715250000000026
2018,11,LZ_AEN,30.468083333333325
2018,11,LZ_CPS,32.041208333333316
2018,11,LZ_HOUSTON,31.730333333333313
2018,11,LZ_LCRA,30.515805555555563
2018,11,LZ_NORTH,31.97412499999999
2018,11,LZ_RAYBN,33.45244444444446
2018,11,LZ_SOUTH,33.54448611111104
2018,11,LZ_WEST,31.22402777777777
2018,12,HB_BUSAVG,30.268185483870955
2018,12,HB_HOUSTON,30.333548387096755
2018,12,HB_HUBAVG,30.191989247311827
2018,12,HB_NORTH,30.39826612903227
2018,12,HB_SOUTH,30.089301075268807
2018,12,HB_WEST,29.9440053763441
2018,12,LZ_AEN,30.094758064516125
2018,12,LZ_CPS,30.309220430107572
2018,12,LZ_HOUSTON,30.462069892473117
2018,12,LZ_LCRA,30.582661290322633
2018,12,LZ_NORTH,31.131948924731233
2018,12,LZ_RAYBN,31.55353494623656
2018,12,LZ_SOUTH,32.11272849462366
2018,12,LZ_WEST,34.98084677419353
2019,1,HB_BUSAVG,24.59256720430107
2019,1,HB_HOUSTON,25.426034946236562
2019,1,HB_HUBAVG,24.68340053763441
2019,1,HB_NORTH,24.33263440860215
2019,1,HB_SOUTH,25.086061827956964
2019,1,HB_WEST,23.881545698924697
2019,1,LZ_AEN,25.107956989247317
2019,1,LZ_CPS,26.798333333333357
2019,1,LZ_HOUSTON,25.55008064516131
2019,1,LZ_LCRA,24.936303763440858
2019,1,LZ_NORTH,24.36783602150537
2019,1,LZ_RAYBN,24.411491935483873
2019,1,LZ_SOUTH,27.057903225806513
2019,1,LZ_WEST,27.461532258064498
2019,2,HB_BUSAVG,21.186369047619046
2019,2,HB_HOUSTON,21.50781249999998
2019,2,HB_HUBAVG,21.250639880952367
2019,2,HB_NORTH,20.864955357142883
2019,2,HB_SOUTH,22.125639880952377
2019,2,HB_WEST,20.491160714285716
2019,2,LZ_AEN,21.51380952380956
2019,2,LZ_CPS,24.11011904761902
2019,2,LZ_HOUSTON,21.644255952380963
2019,2,LZ_LCRA,21.66697916666667
2019,2,LZ_NORTH,20.85114583333333
2019,2,LZ_RAYBN,21.066279761904763
2019,2,LZ_SOUTH,23.72895833333334
2019,2,LZ_WEST,22.798958333333317
2019,3,HB_BUSAVG,27.565720053835797
2019,3,HB_HOUSTON,27.832032301480492
2019,3,HB_HUBAVG,27.189030955585476
2019,3,HB_NORTH,28.103714670255727
2019,3,HB_SOUTH,27.13555854643338
2019,3,HB_WEST,25.66967698519515
2019,3,LZ_AEN,27.74218034993274
2019,3,LZ_CPS,29.351695827725433
2019,3,LZ_HOUSTON,28.080323014804854
2019,3,LZ_LCRA,27.649313593539745
2019,3,LZ_NORTH,28.594037685060574
2019,3,LZ_RAYBN,29.809798115747
2019,3,LZ_SOUTH,30.529488559892318
2019,3,LZ_WEST,31.282960969044446
2019,4,HB_BUSAVG,22.613180555555562
2019,4,HB_HOUSTON,23.870652777777796
2019,4,HB_HUBAVG,22.221166666666647
2019,4,HB_NORTH,22.99740277777778
2019,4,HB_PAN,16.54876666666666
2019,4,HB_SOUTH,22.463333333333342
2019,4,HB_WEST,19.551875000000013
2019,4,LZ_AEN,23.270347222222245
2019,4,LZ_CPS,25.363597222222218
2019,4,LZ_HOUSTON,24.264583333333338
2019,4,LZ_LCRA,23.31476388888888
2019,4,LZ_NORTH,23.718430555555557
2019,4,LZ_RAYBN,24.998305555555564
2019,4,LZ_SOUTH,27.14783333333334
2019,4,LZ_WEST,21.699236111111095
2019,5,HB_BUSAVG,23.959932795698922
2019,5,HB_HOUSTON,24.794274193548365
2019,5,HB_HUBAVG,23.88376344086022
2019,5,HB_NORTH,23.97888440860211
2019,5,HB_PAN,16.414327956989226
2019,5,HB_SOUTH,24.059946236559167
2019,5,HB_WEST,22.70266129032257
2019,5,LZ_AEN,24.676236559139774
2019,5,LZ_CPS,26.246075268817183
2019,5,LZ_HOUSTON,25.153615591397852
2019,5,LZ_LCRA,24.50868279569892
2019,5,LZ_NORTH,24.011451612903222
2019,5,LZ_RAYBN,24.788158602150553
2019,5,LZ_SOUTH,27.210994623655925
2019,5,LZ_WEST,28.8519892473118
2019,6,HB_BUSAVG,25.08554166666668
2019,6,HB_HOUSTON,26.897680555555574
2019,6,HB_HUBAVG,25.17154166666668
2019,6,HB_NORTH,25.175819444444464
2019,6,HB_PAN,20.731319444444456
2019,6,HB_SOUTH,23.904361111111104
2019,6,HB_WEST,24.708555555555577
2019,6,LZ_AEN,24.416791666666676
2019,6,LZ_CPS,26.391291666666703
2019,6,LZ_HOUSTON,27.2267361111111
2019,6,LZ_LCRA,24.51954166666666
2019,6,LZ_NORTH,25.20791666666667
2019,6,LZ_RAYBN,25.458513888888895
2019,6,LZ_SOUTH,27.259597222222187
2019,6,LZ_WEST,32.02677777777779
2019,7,HB_BUSAVG,29.72962365591398
2019,7,HB_HOUSTON,29.91100806451612
2019,7,HB_HUBAVG,29.69623655913976
2019,7,HB_NORTH,29.781290322580663
2019,7,HB_PAN,28.384569892473117
2019,7,HB_SOUTH,29.637500000000028
2019,7,HB_WEST,29.455470430107532
2019,7,LZ_AEN,29.709086021505378
2019,7,LZ_CPS,30.667177419354825
2019,7,LZ_HOUSTON,30.013064516129045
2019,7,LZ_LCRA,29.74791666666666
2019,7,LZ_NORTH,29.834946236559162
2019,7,LZ_RAYBN,30.02971774193554
2019,7,LZ_SOUTH,31.13216397849467
2019,7,LZ_WEST,32.07568548387098
2019,8,HB_BUSAVG,126.38408602150527
2019,8,HB_HOUSTON,126.62533602150543
2019,8,HB_HUBAVG,126.34983870967757
2019,8,HB_NORTH,126.52185483870967
2019,8,HB_PAN,124.9917338709677
2019,8,HB_SOUTH,125.93654569892459
2019,8,HB_WEST,126.31528225806449
2019,8,LZ_AEN,126.52692204301066
2019,8,LZ_CPS,127.69620967741939
2019,8,LZ_HOUSTON,126.69338709677426
2019,8,LZ_LCRA,126.67076612903215
2019,8,LZ_NORTH,126.60091397849466
2019,8,LZ_RAYBN,126.89788978494644
2019,8,LZ_SOUTH,127.1090188172042
2019,8,LZ_WEST,128.87646505376352
2019,9,HB_BUSAVG,79.61562499999994
2019,9,HB_HOUSTON,80.5876527777777
2019,9,HB_HUBAVG,79.4591944444445
2019,9,HB_NORTH,79.91958333333324
2019,9,HB_PAN,72.85329166666678
2019,9,HB_SOUTH,78.90047222222212
2019,9,HB_WEST,78.42925000000012
2019,9,LZ_AEN,80.16959722222228
2019,9,LZ_CPS,82.43634722222212
2019,9,LZ_HOUSTON,80.77929166666665
2019,9,LZ_LCRA,82.46723611111106
2019,9,LZ_NORTH,80.7741527777778
2019,9,LZ_RAYBN,80.69863888888884
2019,9,LZ_SOUTH,81.00911111111105
2019,9,LZ_WEST,83.471138888889
2019,10,HB_BUSAVG,28.247056451612934
2019,10,HB_HOUSTON,30.393602150537653
2019,10,HB_HUBAVG,28.131760752688177
2019,10,HB_NORTH,27.995967741935484
2019,10,HB_PAN,18.71676075268816
2019,10,HB_SOUTH,29.468400537634416
2019,10,HB_WEST,24.668131720430107
2019,10,LZ_AEN,29.280443548387094
2019,10,LZ_CPS,33.553602150537664
2019,10,LZ_HOUSTON,30.642379032258074
2019,10,LZ_LCRA,29.015806451612917
2019,10,LZ_NORTH,28.732943548387126
2019,10,LZ_RAYBN,28.554381720430126
2019,10,LZ_SOUTH,32.94211021505377
2019,10,LZ_WEST,49.38336021505375
2019,11,HB_BUSAVG,23.46837500000001
2019,11,HB_HOUSTON,24.0215
2019,11,HB_HUBAVG,23.2572361111111
2019,11,HB_NORTH,23.628611111111105
2019,11,HB_PAN,11.661291666666664
2019,11,HB_SOUTH,23.718555555555533
2019,11,HB_WEST,21.66026388888888
2019,11,LZ_AEN,24.408013888888913
2019,11,LZ_CPS,25.57513888888891
2019,11,LZ_HOUSTON,24.18161111111111
2019,11,LZ_LCRA,24.485222222222248
2019,11,LZ_NORTH,24.153611111111104
2019,11,LZ_RAYBN,24.517569444444426
2019,11,LZ_SOUTH,25.80370833333333
2019,11,LZ_WEST,49.34084722222219
2019,12,HB_BUSAVG,18.715080645161272
2019,12,HB_HOUSTON,18.67249999999999
2019,12,HB_HUBAVG,18.623373655914005
2019,12,HB_NORTH,18.7319892473118
2019,12,HB_PAN,8.81724462365592
2019,12,HB_SOUTH,18.95251344086021
2019,12,HB_WEST,18.136424731182792
2019,12,LZ_AEN,19.05170698924731
2019,12,LZ_CPS,19.997862903225816
2019,12,LZ_HOUSTON,18.919852150537647
2019,12,LZ_LCRA,19.456881720430097
2019,12,LZ_NORTH,19.006801075268804
2019,12,LZ_RAYBN,19.08506720430106
2019,12,LZ_SOUTH,19.786881720430113
2019,12,LZ_WEST,39.502594086021524
